labels,multilabels,ru_names,us_names
H04,['H04'],4030:9a92dd1959bde7d0:8ff0e8ca3bea,4040:6a1d05c6f8a9e658:345bad196f9c
C25,['C25'],4030:9a92dd1959bde7d0:b1cd31c1070b,4040:6a1d05c6f8a9e658:346303326897
C03,['C03'],4030:9a92dd1959bde7d0:82c13df112cd,4040:6a1d05c6f8a9e658:34675faf2ac3
E21,['E21'],4030:9a92dd1959bde7d0:690adee9b31c,4040:6a1d05c6f8a9e658:347153169b1b
F16,['F16'],4030:9a92dd1959bde7d0:5530fbb1fe31,4040:6a1d05c6f8a9e658:3474d8aca8d5
A61,['A61'],4030:9a92dd1959bde7d0:e38ac804b16e,4040:6a1d05c6f8a9e658:34754869bbed
F16,['F16'],4030:9a92dd1959bde7d0:9e46311add3d,4040:6a1d05c6f8a9e658:347efd047381
C23,['C23'],4030:9a92dd1959bde7d0:f7949c03107c,4040:6a1d05c6f8a9e658:348735ed3c66
A61,['A61'],4030:9a92dd1959bde7d0:923c5213e9dd,4040:6a1d05c6f8a9e658:348948319c36
A61,['A61'],4030:9a92dd1959bde7d0:250a93fb807b,4040:6a1d05c6f8a9e658:348e8b7b7e81
G06,['G06'],4030:9a92dd1959bde7d0:987b85b658cc,4040:6a1d05c6f8a9e658:348ff5fe040b
B60,['B60'],4030:9a92dd1959bde7d0:5a716d136201,4040:6a1d05c6f8a9e658:349130ff9934
G01,['G01'],4030:9a92dd1959bde7d0:c811ca68d2f3,4040:6a1d05c6f8a9e658:349509eb48f
B01,['B01'],4030:9a92dd1959bde7d0:289b96dd160e,4040:6a1d05c6f8a9e658:34981fea4d80
H02,['H02'],4030:9a92dd1959bde7d0:4d67bf441ae2,4040:6a1d05c6f8a9e658:349f607b49f
G06,['G06'],4030:9a92dd1959bde7d0:77ec26194a7,4040:6a1d05c6f8a9e658:349fd832d6b8
B01,['B01'],4030:9a92dd1959bde7d0:3be435a6b348,4040:6a1d05c6f8a9e658:34a473cfa4e9
B65,['B65'],4030:9a92dd1959bde7d0:498d942aabfc,4040:6a1d05c6f8a9e658:34aa0c1c6b98
C22,['C22'],4030:9a92dd1959bde7d0:a6aca4d87a20,4040:6a1d05c6f8a9e658:34bb6cf4e7d5
H04,['H04'],4030:9a92dd1959bde7d0:1cfc1650e5ec,4040:6a1d05c6f8a9e658:34bf630952f
G06,['G06'],4030:9a92dd1959bde7d0:516fd8e39d92,4040:6a1d05c6f8a9e658:34c186fcac4f
G10,['G10'],4030:9a92dd1959bde7d0:f77b4e43ba76,4040:6a1d05c6f8a9e658:34c2288aa4a8
A23,['A23'],4030:9a92dd1959bde7d0:4c719c16c18c,4040:6a1d05c6f8a9e658:34c89f000861
A23,['A23'],4030:9a92dd1959bde7d0:b5e48219d498,4040:6a1d05c6f8a9e658:34e9aa7c45ec
G06,['G06'],4030:9a92dd1959bde7d0:8e65e67b735e,4040:6a1d05c6f8a9e658:34eabdf4cd9
A62,['A62'],4030:9a92dd1959bde7d0:9f37db0bd8fa,4040:6a1d05c6f8a9e658:34fc32eedfe6
A61,['A61'],4030:9a92dd1959bde7d0:6629b1b2eb0c,4040:6a1d05c6f8a9e658:34fcef730c1b
B64,['B64'],4030:9a92dd1959bde7d0:4d17e1850603,4040:6a1d05c6f8a9e658:350df6d58ae1
H01,['H01'],4030:9a92dd1959bde7d0:3f07b7163175,4040:6a1d05c6f8a9e658:350ecfbcb093
F01,['F01'],4030:9a92dd1959bde7d0:914130d7484,4040:6a1d05c6f8a9e658:35158adee8f1
H04,['H04'],4030:9a92dd1959bde7d0:b9b1fffd6434,4040:6a1d05c6f8a9e658:351e46c0405d
A61,['A61'],4030:9a92dd1959bde7d0:38cd686485fe,4040:6a1d05c6f8a9e658:3525787b9d6d
B23,['B23'],4030:9a92dd1959bde7d0:e385878209b8,4040:6a1d05c6f8a9e658:352c6f1b8337
A23,['A23'],4030:9a92dd1959bde7d0:fe575cb3b47d,4040:6a1d05c6f8a9e658:352fc8bc9994
H04,['H04'],4030:9a92dd1959bde7d0:a126ac930bf0,4040:6a1d05c6f8a9e658:353299caa562
A62,['A62'],4030:9a92dd1959bde7d0:9b73b11a1076,4040:6a1d05c6f8a9e658:35378872b628
H04,['H04'],4030:9a92dd1959bde7d0:50989b2f0570,4040:6a1d05c6f8a9e658:35382fb41510
H02,['H02'],4030:9a92dd1959bde7d0:178df0909c4b,4040:6a1d05c6f8a9e658:3538c53a5d63
G06,['G06'],4030:9a92dd1959bde7d0:8737c0e52bb,4040:6a1d05c6f8a9e658:353afbf9c26a
A47,['A47'],4030:9a92dd1959bde7d0:f84984a76231,4040:6a1d05c6f8a9e658:353e3bd474ff
A61,['A61'],4030:9a92dd1959bde7d0:1450a7e12de,4040:6a1d05c6f8a9e658:354673a303a4
G02,['G02'],4030:9a92dd1959bde7d0:4d9ec00262b2,4040:6a1d05c6f8a9e658:354b47b4ab3e
C09,['C09'],4030:9a92dd1959bde7d0:554c88913704,4040:6a1d05c6f8a9e658:354d6f329754
A63,['A63'],4030:9a92dd1959bde7d0:7830c9ce6853,4040:6a1d05c6f8a9e658:3555b316b540
G06,['G06'],4030:9a92dd1959bde7d0:a50582684cbf,4040:6a1d05c6f8a9e658:3565978cb666
H05,['H05'],4030:9a92dd1959bde7d0:f2c78da18216,4040:6a1d05c6f8a9e658:356e6392eade
B60,['B60'],4030:9a92dd1959bde7d0:b39bf191226a,4040:6a1d05c6f8a9e658:356eb8b749b4
A61,['A61'],4030:9a92dd1959bde7d0:32501569772b,4040:6a1d05c6f8a9e658:357d9615b1ca
A23,['A23'],4030:9a92dd1959bde7d0:b3189daacfb8,4040:6a1d05c6f8a9e658:35862e0eb573
H04,['H04'],4030:9a92dd1959bde7d0:8bb38c1fe9d2,4040:6a1d05c6f8a9e658:35891ef982dc
D03,['D03'],4030:9a92dd1959bde7d0:8d3047b79227,4040:6a1d05c6f8a9e658:35980741e602
F02,['F02'],4030:9a92dd1959bde7d0:7b6c186b8ff8,4040:6a1d05c6f8a9e658:359a96ec9992
B21,['B21'],4030:9a92dd1959bde7d0:3a45d76a45ac,4040:6a1d05c6f8a9e658:359c1596505e
H04,['H04'],4030:9a92dd1959bde7d0:847cf98cedf1,4040:6a1d05c6f8a9e658:35a07b974a34
E21,['E21'],4030:9a92dd1959bde7d0:4eb2f4b6de1b,4040:6a1d05c6f8a9e658:35a9bac0edc4
G01,['G01'],4030:9a92dd1959bde7d0:60ca93f58e31,4040:6a1d05c6f8a9e658:35a9ced5ecf2
G11,['G11'],4030:9a92dd1959bde7d0:d70e193b20f6,4040:6a1d05c6f8a9e658:35b471be010c
A61,['A61'],4030:9a92dd1959bde7d0:f63593847b7e,4040:6a1d05c6f8a9e658:35b6d50e8086
A01,['A01'],4030:9a92dd1959bde7d0:ea1f94627e8a,4040:6a1d05c6f8a9e658:35bb436e643b
B32,['B32'],4030:9a92dd1959bde7d0:8c9d889c64eb,4040:6a1d05c6f8a9e658:35c2073b44e6
C08,['C08'],4030:9a92dd1959bde7d0:1c1f096a41a7,4040:6a1d05c6f8a9e658:35d5d839f80d
C09,['C09'],4030:9a92dd1959bde7d0:caa918f8cf07,4040:6a1d05c6f8a9e658:35df173a1f9b
H04,['H04'],4030:9a92dd1959bde7d0:8f6eda4fd8b9,4040:6a1d05c6f8a9e658:35e4c32e5780
D21,['D21'],4030:9a92dd1959bde7d0:ce5a92480d07,4040:6a1d05c6f8a9e658:35e4c5ec0f66
B41,['B41'],4030:9a92dd1959bde7d0:49f52e11c55f,4040:6a1d05c6f8a9e658:35eaf6100ab2
H04,['H04'],4030:9a92dd1959bde7d0:37013c3c3fb,4040:6a1d05c6f8a9e658:35ee7c83a978
G02,['G02'],4030:9a92dd1959bde7d0:cde728d75888,4040:6a1d05c6f8a9e658:3606526ae064
H04,['H04'],4030:9a92dd1959bde7d0:8790e7734744,4040:6a1d05c6f8a9e658:360701e3991
G01,['G01'],4030:9a92dd1959bde7d0:f1e2a0b22bbd,4040:6a1d05c6f8a9e658:362071b3c13d
C07,['C07'],4030:9a92dd1959bde7d0:7eb6c502b7d1,4040:6a1d05c6f8a9e658:36256d42c341
C07,['C07'],4030:9a92dd1959bde7d0:c3fdc51d1a9e,4040:6a1d05c6f8a9e658:3627fecf97fa
A61,['A61'],4030:9a92dd1959bde7d0:8817108b6a,4040:6a1d05c6f8a9e658:3628f0a3f8f9
C22,['C22'],4030:9a92dd1959bde7d0:26fc50d84d63,4040:6a1d05c6f8a9e658:362daf5eb58b
H04,['H04'],4030:9a92dd1959bde7d0:137185dbce00,4040:6a1d05c6f8a9e658:363163850f72
F21,['F21'],4030:9a92dd1959bde7d0:8925507fa57e,4040:6a1d05c6f8a9e658:363539d223ad
F16,['F16'],4030:9a92dd1959bde7d0:80a7422c34fd,4040:6a1d05c6f8a9e658:363e1f20094f
G06,['G06'],4030:9a92dd1959bde7d0:f5dd4fd017ad,4040:6a1d05c6f8a9e658:364759638489
H04,['H04'],4030:9a92dd1959bde7d0:d8b53e2b69ec,4040:6a1d05c6f8a9e658:3650c1ac2fd8
A01,['A01'],4030:9a92dd1959bde7d0:bddd421fcfa4,4040:6a1d05c6f8a9e658:365436bfc767
H04,['H04'],4030:9a92dd1959bde7d0:56b7856fa0cd,4040:6a1d05c6f8a9e658:365c6ef6fa42
A01,['A01'],4030:9a92dd1959bde7d0:afce68192bdb,4040:6a1d05c6f8a9e658:366662aba83e
H01,['H01'],4030:9a92dd1959bde7d0:38e4f037926f,4040:6a1d05c6f8a9e658:3668c2ebe99e
A61,['A61'],4030:9a92dd1959bde7d0:66e9dedcdd1d,4040:6a1d05c6f8a9e658:366bbe4adc55
G06,['G06'],4030:9a92dd1959bde7d0:75a954184a93,4040:6a1d05c6f8a9e658:366ce1cb4525
G01,['G01'],4030:9a92dd1959bde7d0:9086cdaeff78,4040:6a1d05c6f8a9e658:367127fffcd3
G21,['G21'],4030:9a92dd1959bde7d0:5e9f75700f10,4040:6a1d05c6f8a9e658:367fcb884fc0
G06,['G06'],4030:9a92dd1959bde7d0:fdf36443324c,4040:6a1d05c6f8a9e658:368c6aa4c6ba
A61,['A61'],4030:9a92dd1959bde7d0:767e06d488c8,4040:6a1d05c6f8a9e658:368f53ea4a7f
E21,['E21'],4030:9a92dd1959bde7d0:78f9e44e8cce,4040:6a1d05c6f8a9e658:3699133fdb0d
C10,['C10'],4030:9a92dd1959bde7d0:c3c6f5259803,4040:6a1d05c6f8a9e658:3699fd7de25b
A61,"['C07', 'A61']",4030:9a92dd1959bde7d0:c2385c709302,4040:6a1d05c6f8a9e658:369ea41f4c13
A23,['A23'],4030:9a92dd1959bde7d0:be979982fc5b,4040:6a1d05c6f8a9e658:36a6efde92b4
H04,['H04'],4030:9a92dd1959bde7d0:180cf45dcb7,4040:6a1d05c6f8a9e658:36a87c68e34a
F01,['F01'],4030:9a92dd1959bde7d0:22265578ba1d,4040:6a1d05c6f8a9e658:36b07294f69d
B01,['B01'],4030:9a92dd1959bde7d0:203c2586f1ab,4040:6a1d05c6f8a9e658:36b9cab7856a
C01,['C01'],4030:9a92dd1959bde7d0:328f66ce8769,4040:6a1d05c6f8a9e658:36c90cc7b702
G06,['G06'],4030:9a92dd1959bde7d0:cd49d0f9a5fb,4040:6a1d05c6f8a9e658:36ca37f61d67
D21,['D21'],4030:9a92dd1959bde7d0:f8f3d6dda001,4040:6a1d05c6f8a9e658:36cc5e278635
G06,['G06'],4030:9a92dd1959bde7d0:cabefa5574c8,4040:6a1d05c6f8a9e658:36d52a9644ac
A63,['A63'],4030:9a92dd1959bde7d0:889cdaca5125,4040:6a1d05c6f8a9e658:36e697189470
H04,['H04'],4030:9a92dd1959bde7d0:6208f5294929,4040:6a1d05c6f8a9e658:36e83861c41f
F01,['F01'],4030:9a92dd1959bde7d0:36c2a78136f6,4040:6a1d05c6f8a9e658:36ec1ff83239
H05,['H05'],4030:9a92dd1959bde7d0:2b55f48bb626,4040:6a1d05c6f8a9e658:36ed6e61853c
H04,['H04'],4030:9a92dd1959bde7d0:f564b12734e5,4040:6a1d05c6f8a9e658:3702fed681af
B65,['B65'],4030:9a92dd1959bde7d0:ba75415425ca,4040:6a1d05c6f8a9e658:370aec700bae
C07,['C07'],4030:9a92dd1959bde7d0:932aaa75c53c,4040:6a1d05c6f8a9e658:370f0baadf6
E04,['E04'],4030:9a92dd1959bde7d0:c8773205f17e,4040:6a1d05c6f8a9e658:371c922f8d88
B65,['B65'],4030:9a92dd1959bde7d0:cc183f9ac32f,4040:6a1d05c6f8a9e658:371f98b1b049
C08,['C08'],4030:9a92dd1959bde7d0:e0fdb25cc2c4,4040:6a1d05c6f8a9e658:372163d16f8f
A61,['A61'],4030:9a92dd1959bde7d0:277c2ad36d12,4040:6a1d05c6f8a9e658:3725651a85e
A63,['A63'],4030:9a92dd1959bde7d0:12b25663e14f,4040:6a1d05c6f8a9e658:3730a319d8ff
F04,['F04'],4030:9a92dd1959bde7d0:2a4384c214d,4040:6a1d05c6f8a9e658:373f4a9f493f
F04,['F04'],4030:9a92dd1959bde7d0:ca2499a5e77c,4040:6a1d05c6f8a9e658:37570ff7ce6
H04,['H04'],4030:9a92dd1959bde7d0:20bc3732f20a,4040:6a1d05c6f8a9e658:3757206c3d3c
C08,['C08'],4030:9a92dd1959bde7d0:11f5ce84f113,4040:6a1d05c6f8a9e658:376e86a06ced
H04,['H04'],4030:9a92dd1959bde7d0:8215e0da68d7,4040:6a1d05c6f8a9e658:377171371f09
A61,['A61'],4030:9a92dd1959bde7d0:3159700cd1bd,4040:6a1d05c6f8a9e658:377a6fa94d05
C07,['C07'],4030:9a92dd1959bde7d0:c9a978db2348,4040:6a1d05c6f8a9e658:37804a32c946
G06,['G06'],4030:9a92dd1959bde7d0:8cc601af6b80,4040:6a1d05c6f8a9e658:378419ec7c55
F16,['F16'],4030:9a92dd1959bde7d0:bca06308d121,4040:6a1d05c6f8a9e658:3784bbedd991
B29,['B29'],4030:9a92dd1959bde7d0:dcb90cbe52e5,4040:6a1d05c6f8a9e658:378567209ec4
A61,['A61'],4030:9a92dd1959bde7d0:9843d1938ffa,4040:6a1d05c6f8a9e658:378a66632d95
H04,['H04'],4030:9a92dd1959bde7d0:9094f4853d37,4040:6a1d05c6f8a9e658:3791c079f42e
G01,['G01'],4030:9a92dd1959bde7d0:54951c1652cf,4040:6a1d05c6f8a9e658:37a13643f73f
G06,['G06'],4030:9a92dd1959bde7d0:28e43ed08ba0,4040:6a1d05c6f8a9e658:37b0f68b862f
G06,['G06'],4030:9a92dd1959bde7d0:4333d184bef5,4040:6a1d05c6f8a9e658:37b90b487249
H04,['H04'],4030:9a92dd1959bde7d0:8c2b8989345e,4040:6a1d05c6f8a9e658:37c5fa4ef2f8
C09,['C09'],4030:9a92dd1959bde7d0:265676a4de61,4040:6a1d05c6f8a9e658:37c62f68191f
H04,['H04'],4030:9a92dd1959bde7d0:5654130283cd,4040:6a1d05c6f8a9e658:37d8affc026a
E21,['E21'],4030:9a92dd1959bde7d0:e2c383697af9,4040:6a1d05c6f8a9e658:37d994b44e1a
C07,['C07'],4030:9a92dd1959bde7d0:4d3e89df0dc,4040:6a1d05c6f8a9e658:37f44e3e19c1
G03,['G03'],4030:9a92dd1959bde7d0:faac8283285c,4040:6a1d05c6f8a9e658:37fb0b52f3d
C10,['C10'],4030:9a92dd1959bde7d0:3590fba9703e,4040:6a1d05c6f8a9e658:380027d35a15
G10,['G10'],4030:9a92dd1959bde7d0:8a1a72a1bb47,4040:6a1d05c6f8a9e658:38097197f883
B22,['B22'],4030:9a92dd1959bde7d0:e96099068473,4040:6a1d05c6f8a9e658:380b421343ae
G06,['G06'],4030:9a92dd1959bde7d0:95350014b466,4040:6a1d05c6f8a9e658:380d6a99197a
C07,['C07'],4030:9a92dd1959bde7d0:fa814ba1b4cc,4040:6a1d05c6f8a9e658:38127a63457
E21,['E21'],4030:9a92dd1959bde7d0:bd5d47f01b3c,4040:6a1d05c6f8a9e658:382ad005f9ae
E21,['E21'],4030:9a92dd1959bde7d0:c5a94bf46ebc,4040:6a1d05c6f8a9e658:382c53217e66
G01,['G01'],4030:9a92dd1959bde7d0:24897a3fa68f,4040:6a1d05c6f8a9e658:38319e97923a
F16,['F16'],4030:9a92dd1959bde7d0:7a8ab2168af0,4040:6a1d05c6f8a9e658:383302755a1c
A62,['A62'],4030:9a92dd1959bde7d0:66d027475787,4040:6a1d05c6f8a9e658:383d06d254fd
C07,['C07'],4030:9a92dd1959bde7d0:d32814c32366,4040:6a1d05c6f8a9e658:3850a226fae5
H04,['H04'],4030:9a92dd1959bde7d0:5d00d3b40178,4040:6a1d05c6f8a9e658:38537a63139b
C07,['C07'],4030:9a92dd1959bde7d0:ec2582a02a1b,4040:6a1d05c6f8a9e658:3864059e242a
B01,['B01'],4030:9a92dd1959bde7d0:49f559b119d8,4040:6a1d05c6f8a9e658:3864dcc59549
G10,['G10'],4030:9a92dd1959bde7d0:f304e7493cbe,4040:6a1d05c6f8a9e658:38737e7b63da
C03,['C03'],4030:9a92dd1959bde7d0:4d8f686bfce8,4040:6a1d05c6f8a9e658:387522e62bfc
A61,['A61'],4030:9a92dd1959bde7d0:9b0bdbbddce8,4040:6a1d05c6f8a9e658:388378fbcb07
C08,['C08'],4030:9a92dd1959bde7d0:f45b5e3eba1b,4040:6a1d05c6f8a9e658:388763ae2b99
A61,['A61'],4030:9a92dd1959bde7d0:5d3723282739,4040:6a1d05c6f8a9e658:3891bb097c85
A47,['A47'],4030:9a92dd1959bde7d0:59de5c21b6b,4040:6a1d05c6f8a9e658:3895db2a4f13
G01,['G01'],4030:9a92dd1959bde7d0:b5b20b1003d2,4040:6a1d05c6f8a9e658:38a62112bf21
H04,['H04'],4030:9a92dd1959bde7d0:c36f1da36c1b,4040:6a1d05c6f8a9e658:38a98f21ae52
G06,['G06'],4030:9a92dd1959bde7d0:3555ad56da8a,4040:6a1d05c6f8a9e658:38b84b7865f6
B41,['B41'],4030:9a92dd1959bde7d0:f8774caae6c6,4040:6a1d05c6f8a9e658:38c7b0efe281
H01,['H01'],4030:9a92dd1959bde7d0:5c3e4ee00166,4040:6a1d05c6f8a9e658:38cd7fef2953
B22,['B22'],4030:9a92dd1959bde7d0:7d648937a8,4040:6a1d05c6f8a9e658:38d182bd9303
F02,"['F01', 'F02']",4030:9a92dd1959bde7d0:ac4937f8d3bf,4040:6a1d05c6f8a9e658:38de60e35b5c
F02,['F02'],4030:9a92dd1959bde7d0:aeddecca2170,4040:6a1d05c6f8a9e658:38e48b71182d
A61,['A61'],4030:9a92dd1959bde7d0:38c95b74652f,4040:6a1d05c6f8a9e658:38e8158344f8
B05,['B05'],4030:9a92dd1959bde7d0:676e89a2cc84,4040:6a1d05c6f8a9e658:38fc66a3fadf
G06,['G06'],4030:9a92dd1959bde7d0:c1fb295f8b66,4040:6a1d05c6f8a9e658:390de75cf3f0
A24,['A24'],4030:9a92dd1959bde7d0:a9dac2e08c2b,4040:6a1d05c6f8a9e658:390fec889ff0
C03,['C03'],4030:9a92dd1959bde7d0:309297d07c31,4040:6a1d05c6f8a9e658:39105cd899e3
B22,['B22'],4030:9a92dd1959bde7d0:bfbc057b3d1f,4040:6a1d05c6f8a9e658:3914dff1def5
G01,['G01'],4030:9a92dd1959bde7d0:f63f6e45a9ce,4040:6a1d05c6f8a9e658:3924ca9b83f0
E21,['E21'],4030:9a92dd1959bde7d0:5cf737439bf8,4040:6a1d05c6f8a9e658:3928f635ef38
B32,['B32'],4030:9a92dd1959bde7d0:a7e49f4b1a11,4040:6a1d05c6f8a9e658:393433451bd1
G05,['G05'],4030:9a92dd1959bde7d0:ea2dbf805029,4040:6a1d05c6f8a9e658:393e8a5fbb46
A61,['A61'],4030:9a92dd1959bde7d0:fff858bed9d4,4040:6a1d05c6f8a9e658:395160ef71fb
C22,['C22'],4030:9a92dd1959bde7d0:2b59dbe8f53c,4040:6a1d05c6f8a9e658:3961daba2966
G01,['G01'],4030:9a92dd1959bde7d0:9a6c97026637,4040:6a1d05c6f8a9e658:39688527beb8
G06,['G06'],4030:9a92dd1959bde7d0:ac802e82a497,4040:6a1d05c6f8a9e658:396ac96f0838
F02,['F02'],4030:9a92dd1959bde7d0:f9dd2357bf9a,4040:6a1d05c6f8a9e658:39716f0ae743
A47,['A47'],4030:9a92dd1959bde7d0:f83ddd908528,4040:6a1d05c6f8a9e658:3973fea274b4
B01,['B01'],4030:9a92dd1959bde7d0:b240090c744a,4040:6a1d05c6f8a9e658:3976a79a19a8
B22,['B22'],4030:9a92dd1959bde7d0:e17103598e51,4040:6a1d05c6f8a9e658:39790f3acbc9
C10,['C10'],4030:9a92dd1959bde7d0:9ef625748834,4040:6a1d05c6f8a9e658:3979ee68bb1e
G06,['G06'],4030:9a92dd1959bde7d0:40f70fcf82fd,4040:6a1d05c6f8a9e658:39923368026c
H02,['H02'],4030:9a92dd1959bde7d0:fda89ad82304,4040:6a1d05c6f8a9e658:39924a13174f
F23,['F23'],4030:9a92dd1959bde7d0:96eaeb152e5a,4040:6a1d05c6f8a9e658:399b22c22df6
F02,['F02'],4030:9a92dd1959bde7d0:2e7cdcc32280,4040:6a1d05c6f8a9e658:39aa3f622549
G06,['G06'],4030:9a92dd1959bde7d0:aa99c7034e14,4040:6a1d05c6f8a9e658:39ac228c8d9b
F16,['F16'],4030:9a92dd1959bde7d0:50e06b667a6b,4040:6a1d05c6f8a9e658:39aff7a5857e
E21,['E21'],4030:9a92dd1959bde7d0:d34f302b6c9,4040:6a1d05c6f8a9e658:39b726cad874
C03,['C03'],4030:9a92dd1959bde7d0:2871bca9e35a,4040:6a1d05c6f8a9e658:39b8f1827da6
H04,['H04'],4030:9a92dd1959bde7d0:bdbdcd6852fd,4040:6a1d05c6f8a9e658:39bca00d2ca7
G06,"['G06', 'G10']",4030:9a92dd1959bde7d0:71fc46ff527c,4040:6a1d05c6f8a9e658:39c6d9fc2783
G01,['G01'],4030:9a92dd1959bde7d0:3c00f8c23d26,4040:6a1d05c6f8a9e658:39c8d01bf11c
B65,['B65'],4030:9a92dd1959bde7d0:d03d3d899d23,4040:6a1d05c6f8a9e658:39d09b7501ef
A61,['A61'],4030:9a92dd1959bde7d0:3a40e32ff15a,4040:6a1d05c6f8a9e658:39d23b592111
C08,"['B32', 'C08']",4030:9a92dd1959bde7d0:c6ba41ba3ace,4040:6a1d05c6f8a9e658:39e4a222b473
F16,['F16'],4030:9a92dd1959bde7d0:f8bb5c44b4af,4040:6a1d05c6f8a9e658:39e8434b0bfe
H04,['H04'],4030:9a92dd1959bde7d0:4297fd08565c,4040:6a1d05c6f8a9e658:39f76b307f17
G01,['G01'],4030:9a92dd1959bde7d0:21a2c6e14c99,4040:6a1d05c6f8a9e658:39f7e3a4747
C03,['C03'],4030:9a92dd1959bde7d0:536533d57858,4040:6a1d05c6f8a9e658:39f85d7e2777
G02,['G02'],4030:9a92dd1959bde7d0:10a4b22332da,4040:6a1d05c6f8a9e658:39fbf8f600fd
A61,['A61'],4030:9a92dd1959bde7d0:e93b24cbe5db,4040:6a1d05c6f8a9e658:3a006609e626
A01,['A01'],4030:9a92dd1959bde7d0:e195f0bfdead,4040:6a1d05c6f8a9e658:3a0120a1826f
A61,['A61'],4030:9a92dd1959bde7d0:d874c800a416,4040:6a1d05c6f8a9e658:3a02f7ae3710
G06,['G06'],4030:9a92dd1959bde7d0:813b5c1707f9,4040:6a1d05c6f8a9e658:3a03be687dcd
C08,['C08'],4030:9a92dd1959bde7d0:dbd5daed55c,4040:6a1d05c6f8a9e658:3a053f30cf15
H04,['H04'],4030:9a92dd1959bde7d0:28f853e00b35,4040:6a1d05c6f8a9e658:3a0b0ea8934c
B01,"['B01', 'C08']",4030:9a92dd1959bde7d0:caf1a7bccd47,4040:6a1d05c6f8a9e658:3a1232e5115a
E21,['E21'],4030:9a92dd1959bde7d0:d91772f66392,4040:6a1d05c6f8a9e658:3a1cef1a259e
F01,['F01'],4030:9a92dd1959bde7d0:fc8686f02232,4040:6a1d05c6f8a9e658:3a293dabc6d8
B02,['B02'],4030:9a92dd1959bde7d0:2d433fb8e90e,4040:6a1d05c6f8a9e658:3a30d7afea09
A61,['A61'],4030:9a92dd1959bde7d0:574973937d71,4040:6a1d05c6f8a9e658:3a357a810d2
C08,"['C08', 'B29']",4030:9a92dd1959bde7d0:94314cf231b0,4040:6a1d05c6f8a9e658:3a37b49443ef
C07,['C07'],4030:9a92dd1959bde7d0:5e830613dc62,4040:6a1d05c6f8a9e658:3a42c5bcafaa
G06,['G06'],4030:9a92dd1959bde7d0:e3e87df846eb,4040:6a1d05c6f8a9e658:3a4490f9054c
H01,['H01'],4030:9a92dd1959bde7d0:9c1391acc6e4,4040:6a1d05c6f8a9e658:3a48d39c7a27
A61,['A61'],4030:9a92dd1959bde7d0:e2b62e36e0c2,4040:6a1d05c6f8a9e658:3a50061a3213
H01,"['H01', 'G21']",4030:9a92dd1959bde7d0:1716dcc67d08,4040:6a1d05c6f8a9e658:3a50a973deef
H04,['H04'],4030:9a92dd1959bde7d0:4ca2964e7541,4040:6a1d05c6f8a9e658:3a52798fe7f8
G02,['G02'],4030:9a92dd1959bde7d0:f645c6e9ccc1,4040:6a1d05c6f8a9e658:3a5ddc175427
E21,['E21'],4030:9a92dd1959bde7d0:ee277cf32e44,4040:6a1d05c6f8a9e658:3a70ee1b6b82
A61,['A61'],4030:9a92dd1959bde7d0:9618b5f52a44,4040:6a1d05c6f8a9e658:3a7b800efe18
G06,['G06'],4030:9a92dd1959bde7d0:66756422df23,4040:6a1d05c6f8a9e658:3a8eea889ed8
H04,['H04'],4030:9a92dd1959bde7d0:d7a8c0b697db,4040:6a1d05c6f8a9e658:3a9316ee17bf
B65,['B65'],4030:9a92dd1959bde7d0:4ba9a28ac8b,4040:6a1d05c6f8a9e658:3a93cd9e7646
B32,['B32'],4030:9a92dd1959bde7d0:a9c1273810d4,4040:6a1d05c6f8a9e658:3a94e6244c0d
H04,['H04'],4030:9a92dd1959bde7d0:20b41d3ba1e6,4040:6a1d05c6f8a9e658:3a97e514c8be
A61,['A61'],4030:9a92dd1959bde7d0:5260c81fe17e,4040:6a1d05c6f8a9e658:3a9a082a4d96
G06,['G06'],4030:9a92dd1959bde7d0:466441cc2ed3,4040:6a1d05c6f8a9e658:3a9b7f78e79f
E21,['E21'],4030:9a92dd1959bde7d0:2b18437c4828,4040:6a1d05c6f8a9e658:3a9e17e4546e
B26,['B26'],4030:9a92dd1959bde7d0:646d1aa9de80,4040:6a1d05c6f8a9e658:3a9ff7d3539b
C04,['C04'],4030:9a92dd1959bde7d0:8dc81f84741,4040:6a1d05c6f8a9e658:3ab8a12b073e
A61,['A61'],4030:9a92dd1959bde7d0:8765a290828f,4040:6a1d05c6f8a9e658:3aba0c3d7029
C08,['C08'],4030:9a92dd1959bde7d0:5f5e18d57b97,4040:6a1d05c6f8a9e658:3abe2d142890
B61,['B61'],4030:9a92dd1959bde7d0:96a4428c4633,4040:6a1d05c6f8a9e658:3ac278d5d6a5
B61,['B61'],4030:9a92dd1959bde7d0:a05621308f84,4040:6a1d05c6f8a9e658:3ace32609873
H01,['H01'],4030:9a92dd1959bde7d0:65e5f85f9b0e,4040:6a1d05c6f8a9e658:3acea529b6d6
H04,['H04'],4030:9a92dd1959bde7d0:350a917169f0,4040:6a1d05c6f8a9e658:3acfecef6789
B01,['B01'],4030:9a92dd1959bde7d0:9cdb86ace33f,4040:6a1d05c6f8a9e658:3ad939249b48
D21,['D21'],4030:9a92dd1959bde7d0:f3b5c08a44ad,4040:6a1d05c6f8a9e658:3ae24f611503
B60,['B60'],4030:9a92dd1959bde7d0:bb18c4d0d3fc,4040:6a1d05c6f8a9e658:3af67d172067
