labels,multilabels,ru_names,us_names
E21B49,['E21B49'],4030:9a92dd1959bde7d0:fdfaeca3d6c9,4040:6a1d05c6f8a9e658:43d4475c8538
E21B34,['E21B34'],4030:9a92dd1959bde7d0:504f31a23c65,4040:6a1d05c6f8a9e658:43d9901e3ae5
G06F3,['G06F3'],4030:9a92dd1959bde7d0:4fb8e5414ba5,4040:6a1d05c6f8a9e658:43f670c81325
A61F13,['A61F13'],4030:9a92dd1959bde7d0:3a6f7bc0fa0a,4040:6a1d05c6f8a9e658:44104d0eb9e8
A61B17,['A61B17'],4030:9a92dd1959bde7d0:bcd12670a3c0,4040:6a1d05c6f8a9e658:442508df80be
H04L9,['H04L9'],4030:9a92dd1959bde7d0:9034447f4a33,4040:6a1d05c6f8a9e658:444446c3254d
E21B43,['E21B43'],4030:9a92dd1959bde7d0:7ccfd55017a0,4040:6a1d05c6f8a9e658:445f01870bcf
E21B10,['E21B10'],4030:9a92dd1959bde7d0:bc049743b54b,4040:6a1d05c6f8a9e658:4479f41bd6d8
C09K8,['C09K8'],4030:9a92dd1959bde7d0:4cbd03d1d7c3,4040:6a1d05c6f8a9e658:448abb2f0f3e
B01J8,['B01J8'],4030:9a92dd1959bde7d0:f4ad2da337eb,4040:6a1d05c6f8a9e658:44a88ebdec97
G01N33,"['G01N33', 'other']",4030:9a92dd1959bde7d0:de8c5f737068,4040:6a1d05c6f8a9e658:44c3aed1515
B26B21,['B26B21'],4030:9a92dd1959bde7d0:616463907e9c,4040:6a1d05c6f8a9e658:44da4584a741
C07D487,['C07D487'],4030:9a92dd1959bde7d0:a7a1210ae6cd,4040:6a1d05c6f8a9e658:44f9d7bb262d
H04L27,['H04L27'],4030:9a92dd1959bde7d0:8aa8f9f3c134,4040:6a1d05c6f8a9e658:45147f0aba24
C07D301,"['B01J23', 'C07D301', 'other']",4030:9a92dd1959bde7d0:69919258d775,4040:6a1d05c6f8a9e658:452d9abce7ce
B32B27,['B32B27'],4030:9a92dd1959bde7d0:9df41dbed4bf,4040:6a1d05c6f8a9e658:45332f4a8b34
G06F17,['G06F17'],4030:9a92dd1959bde7d0:a9d5a575e953,4040:6a1d05c6f8a9e658:45511b664f85
C09D11,['C09D11'],4030:9a92dd1959bde7d0:ebb5ad026117,4040:6a1d05c6f8a9e658:4572f2074161
C02F1,"['C02F1', 'other']",4030:9a92dd1959bde7d0:2dd5ce850152,4040:6a1d05c6f8a9e658:4577d263538b
G06F17,['G06F17'],4030:9a92dd1959bde7d0:78221daa8b2c,4040:6a1d05c6f8a9e658:45a5435f5884
A61F13,"['other', 'A61F13']",4030:9a92dd1959bde7d0:8a7697907797,4040:6a1d05c6f8a9e658:45f044e15bf3
G01V3,['G01V3'],4030:9a92dd1959bde7d0:7f7f8b99ba62,4040:6a1d05c6f8a9e658:4641b48fe093
G01N21,"['G01N21', 'A61F13']",4030:9a92dd1959bde7d0:af0a4739d307,4040:6a1d05c6f8a9e658:464b98d32b33
G06F9,['G06F9'],4030:9a92dd1959bde7d0:a685420b3398,4040:6a1d05c6f8a9e658:467ac2cb3621
A23L2,['A23L2'],4030:9a92dd1959bde7d0:e3014b69396e,4040:6a1d05c6f8a9e658:469a46cb4bc1
F01D5,['F01D5'],4030:9a92dd1959bde7d0:f9cf27ac2f08,4040:6a1d05c6f8a9e658:46a65708b280
B22D11,['B22D11'],4030:9a92dd1959bde7d0:4feb10e4057f,4040:6a1d05c6f8a9e658:46c2dc955d18
E21B47,['E21B47'],4030:9a92dd1959bde7d0:e5af61f48ae3,4040:6a1d05c6f8a9e658:46d0b259da30
C07D301,['C07D301'],4030:9a92dd1959bde7d0:35803ebc6eb,4040:6a1d05c6f8a9e658:470c78f7075a
A61F2,['A61F2'],4030:9a92dd1959bde7d0:787ee9054827,4040:6a1d05c6f8a9e658:47242be182c1
G06F17,['G06F17'],4030:9a92dd1959bde7d0:f040a61fc77d,4040:6a1d05c6f8a9e658:47335075165f
G06F9,['G06F9'],4030:9a92dd1959bde7d0:84ece33cb24d,4040:6a1d05c6f8a9e658:473c1699a2e3
C09K8,['C09K8'],4030:9a92dd1959bde7d0:3a37c48b6444,4040:6a1d05c6f8a9e658:4757914f177a
G06Q30,['G06Q30'],4030:9a92dd1959bde7d0:545be4662e71,4040:6a1d05c6f8a9e658:477a089ffa89
G06F11,['G06F11'],4030:9a92dd1959bde7d0:6ae7ef571c36,4040:6a1d05c6f8a9e658:477c84a6d837
G06F3,['G06F3'],4030:9a92dd1959bde7d0:717f1e3ecdb3,4040:6a1d05c6f8a9e658:47cf59f8503f
F01D25,['F01D25'],4030:9a92dd1959bde7d0:b700356fec10,4040:6a1d05c6f8a9e658:47fe711a0ba5
G06F3,['G06F3'],4030:9a92dd1959bde7d0:33cd641eec9,4040:6a1d05c6f8a9e658:480654a2cab3
G02C7,"['G02C7', 'other']",4030:9a92dd1959bde7d0:d4671ce6fa8d,4040:6a1d05c6f8a9e658:482c77306af7
B32B27,['B32B27'],4030:9a92dd1959bde7d0:5edc88cf0fbd,4040:6a1d05c6f8a9e658:482ca305a136
G06F13,['G06F13'],4030:9a92dd1959bde7d0:24e4d6d7973d,4040:6a1d05c6f8a9e658:4830cffd57b9
A61F13,['A61F13'],4030:9a92dd1959bde7d0:b42041087a1e,4040:6a1d05c6f8a9e658:483223ea91c7
A61K31,['A61K31'],4030:9a92dd1959bde7d0:2d527e629a03,4040:6a1d05c6f8a9e658:4832c2cc3c21
G06F12,['G06F12'],4030:9a92dd1959bde7d0:ef1f19afc9aa,4040:6a1d05c6f8a9e658:4858d5d812b7
E21B47,['E21B47'],4030:9a92dd1959bde7d0:5ba42e7d17c1,4040:6a1d05c6f8a9e658:4867ccafd5a3
G06F15,['G06F15'],4030:9a92dd1959bde7d0:8145d26d7804,4040:6a1d05c6f8a9e658:487c84fc527e
G06F21,['G06F21'],4030:9a92dd1959bde7d0:a1678fd5ccd3,4040:6a1d05c6f8a9e658:4881c20bba30
F16K31,['F16K31'],4030:9a92dd1959bde7d0:642b3156bf2a,4040:6a1d05c6f8a9e658:488bd65df8be
G01V3,['G01V3'],4030:9a92dd1959bde7d0:51fcf42bfdd1,4040:6a1d05c6f8a9e658:48ba93c40a9
A61B17,['A61B17'],4030:9a92dd1959bde7d0:4767fb67b848,4040:6a1d05c6f8a9e658:48bb248b2a29
G06F11,['G06F11'],4030:9a92dd1959bde7d0:1c960faecfe5,4040:6a1d05c6f8a9e658:48e60b89aa59
A61B17,['A61B17'],4030:9a92dd1959bde7d0:bc8af9da753e,4040:6a1d05c6f8a9e658:49327c8c30d5
H04B1,['H04B1'],4030:9a92dd1959bde7d0:1c0fcb679a39,4040:6a1d05c6f8a9e658:49416fac52e1
G06F13,['G06F13'],4030:9a92dd1959bde7d0:48bfff92931f,4040:6a1d05c6f8a9e658:49abdb39966
F16K31,['F16K31'],4030:9a92dd1959bde7d0:3cd42cc3480a,4040:6a1d05c6f8a9e658:49aee59b367f
A61F2,['A61F2'],4030:9a92dd1959bde7d0:d48e86eec39e,4040:6a1d05c6f8a9e658:49be63f82036
F02D41,['F02D41'],4030:9a92dd1959bde7d0:f40dbc67c30b,4040:6a1d05c6f8a9e658:49bef6b14b41
C09K8,['C09K8'],4030:9a92dd1959bde7d0:9b0d1e5cd005,4040:6a1d05c6f8a9e658:49e3799ee07f
C11D3,"['C11D3', 'A61K8', 'other']",4030:9a92dd1959bde7d0:44b5fd08813b,4040:6a1d05c6f8a9e658:49f746ad76ab
B29C45,['B29C45'],4030:9a92dd1959bde7d0:977781af6c5,4040:6a1d05c6f8a9e658:4a0fa2141b92
A61K39,['A61K39'],4030:9a92dd1959bde7d0:2fd7a7d27097,4040:6a1d05c6f8a9e658:4a404a7e8534
G01V1,['G01V1'],4030:9a92dd1959bde7d0:bba46531ef90,4040:6a1d05c6f8a9e658:4a45c1c96520
G06F15,['G06F15'],4030:9a92dd1959bde7d0:e0e925e005dc,4040:6a1d05c6f8a9e658:4a522d190cfd
A61B5,['A61B5'],4030:9a92dd1959bde7d0:dfd5dbc36200,4040:6a1d05c6f8a9e658:4a59708a5c0b
C08G63,['C08G63'],4030:9a92dd1959bde7d0:69a4fdf0d2d2,4040:6a1d05c6f8a9e658:4a624c6bba94
A61K39,['A61K39'],4030:9a92dd1959bde7d0:6ef6123ae8ad,4040:6a1d05c6f8a9e658:4a85008c872d
A61K31,['A61K31'],4030:9a92dd1959bde7d0:d7de7e581b86,4040:6a1d05c6f8a9e658:4a8a9b8aadd5
C08G63,['C08G63'],4030:9a92dd1959bde7d0:f5d526a04ec3,4040:6a1d05c6f8a9e658:4a910150aad3
C09K8,"['E21B43', 'C09K8']",4030:9a92dd1959bde7d0:137b30f01ace,4040:6a1d05c6f8a9e658:4acf8ba7e8eb
G06F1,['G06F1'],4030:9a92dd1959bde7d0:2000c04df8e9,4040:6a1d05c6f8a9e658:4ae590674b06
G01V3,['G01V3'],4030:9a92dd1959bde7d0:a8747341454a,4040:6a1d05c6f8a9e658:4afd72a981b0
A61F13,['A61F13'],4030:9a92dd1959bde7d0:dab00bd9f187,4040:6a1d05c6f8a9e658:4b0d5f0825d6
H04L27,['H04L27'],4030:9a92dd1959bde7d0:3826f53a18f6,4040:6a1d05c6f8a9e658:4b829a323f3c
F01N3,['F01N3'],4030:9a92dd1959bde7d0:553fac228cc9,4040:6a1d05c6f8a9e658:4ba17e3dd29b
C10L1,['C10L1'],4030:9a92dd1959bde7d0:f015c9eb8331,4040:6a1d05c6f8a9e658:4ba918ef5db2
A61F2,['A61F2'],4030:9a92dd1959bde7d0:2de788abc8b0,4040:6a1d05c6f8a9e658:4bbc5b549d67
G01V1,['G01V1'],4030:9a92dd1959bde7d0:31789de6f3f3,4040:6a1d05c6f8a9e658:4bbc8028c400
H04L29,"['H04L12', 'H04L29']",4030:9a92dd1959bde7d0:2edade78ff3e,4040:6a1d05c6f8a9e658:4bc306271cdb
A61B17,['A61B17'],4030:9a92dd1959bde7d0:1df5eaee18a8,4040:6a1d05c6f8a9e658:4bd4454f37b
H04W4,['H04W4'],4030:9a92dd1959bde7d0:6765bf447fdd,4040:6a1d05c6f8a9e658:4be8175c3298
B01J23,"['B01J23', 'B01D53']",4030:9a92dd1959bde7d0:e8a1b568902c,4040:6a1d05c6f8a9e658:4bf99d4dad88
E21B43,['E21B43'],4030:9a92dd1959bde7d0:8fad90bff50,4040:6a1d05c6f8a9e658:4c1edae0b098
G06F3,['G06F3'],4030:9a92dd1959bde7d0:5f3f61579568,4040:6a1d05c6f8a9e658:4c2d1c647bc8
G06F15,['G06F15'],4030:9a92dd1959bde7d0:429294758b09,4040:6a1d05c6f8a9e658:4c4743df491c
B22D11,['B22D11'],4030:9a92dd1959bde7d0:c9e8137039c1,4040:6a1d05c6f8a9e658:4c848ebc4ca1
E21B10,['E21B10'],4030:9a92dd1959bde7d0:d3c230462a4,4040:6a1d05c6f8a9e658:4c88c2ba6cd1
E21B47,"['E21B47', 'other']",4030:9a92dd1959bde7d0:eef39e8ba925,4040:6a1d05c6f8a9e658:4c9a9426acd2
F16D65,['F16D65'],4030:9a92dd1959bde7d0:2be23516d0a4,4040:6a1d05c6f8a9e658:4cc788fb5bcc
E21B43,['E21B43'],4030:9a92dd1959bde7d0:803c0c197dee,4040:6a1d05c6f8a9e658:4cf2d453674
H04B1,['H04B1'],4030:9a92dd1959bde7d0:e48600578f75,4040:6a1d05c6f8a9e658:4d0374ae7c89
G06F15,['G06F15'],4030:9a92dd1959bde7d0:4fa0f1315b05,4040:6a1d05c6f8a9e658:4d2172c709a6
B01J23,"['B01J23', 'B01D53', 'other']",4030:9a92dd1959bde7d0:9c9f369104f2,4040:6a1d05c6f8a9e658:4d296c1fd98
A61B17,['A61B17'],4030:9a92dd1959bde7d0:66d7f2b5dca8,4040:6a1d05c6f8a9e658:4d34ad9fb3e1
B60W10,['B60W10'],4030:9a92dd1959bde7d0:9a239ef5e745,4040:6a1d05c6f8a9e658:4d6336c378ac
A61B17,['A61B17'],4030:9a92dd1959bde7d0:ca120e8318f2,4040:6a1d05c6f8a9e658:4d66558080dc
H04L12,['H04L12'],4030:9a92dd1959bde7d0:3c5def5eabe6,4040:6a1d05c6f8a9e658:4d7eff9a271a
F16D65,['F16D65'],4030:9a92dd1959bde7d0:8b0a2468eff7,4040:6a1d05c6f8a9e658:4d9e4ca631ef
A61C17,['A61C17'],4030:9a92dd1959bde7d0:10d229042ee0,4040:6a1d05c6f8a9e658:4db0387d087a
A61K8,['A61K8'],4030:9a92dd1959bde7d0:da824021fc8e,4040:6a1d05c6f8a9e658:4dc2b0356152
E21B43,['E21B43'],4030:9a92dd1959bde7d0:9d32cfc6b21d,4040:6a1d05c6f8a9e658:4ddd0f0b03ef
G06Q30,['G06Q30'],4030:9a92dd1959bde7d0:346d3b2bc827,4040:6a1d05c6f8a9e658:4ddd2229b89
G06F3,['G06F3'],4030:9a92dd1959bde7d0:d8754bd769d1,4040:6a1d05c6f8a9e658:4e4bd408d215
C07C5,['C07C5'],4030:9a92dd1959bde7d0:33df492382d2,4040:6a1d05c6f8a9e658:4e742c2d5ec6
G01V1,['G01V1'],4030:9a92dd1959bde7d0:c88c23dcf33d,4040:6a1d05c6f8a9e658:4e837a6ae721
E21B10,['E21B10'],4030:9a92dd1959bde7d0:54f5d2bbb9b2,4040:6a1d05c6f8a9e658:4e8ac2628e1e
F16J15,['F16J15'],4030:9a92dd1959bde7d0:21346e1862eb,4040:6a1d05c6f8a9e658:4e8d4bdcbb52
A61F2,"['G02C7', 'A61F2']",4030:9a92dd1959bde7d0:9fa635cc9742,4040:6a1d05c6f8a9e658:4e8e0befbc6b
E21B43,['E21B43'],4030:9a92dd1959bde7d0:6bd6ce99e44f,4040:6a1d05c6f8a9e658:4e92b8854935
A61F13,['A61F13'],4030:9a92dd1959bde7d0:f30ea8754129,4040:6a1d05c6f8a9e658:4ea86ffceb31
A61B17,['A61B17'],4030:9a92dd1959bde7d0:3d33e38d57d1,4040:6a1d05c6f8a9e658:4ee6201b3b02
E21B43,['E21B43'],4030:9a92dd1959bde7d0:28a86a0b7963,4040:6a1d05c6f8a9e658:4f1363b44389
A61F13,['A61F13'],4030:9a92dd1959bde7d0:fafe42f34e33,4040:6a1d05c6f8a9e658:4f29b0048bfb
E21B43,['E21B43'],4030:9a92dd1959bde7d0:918179c511a7,4040:6a1d05c6f8a9e658:4f2b8a0b0b6f
H04L9,['H04L9'],4030:9a92dd1959bde7d0:c539f67f7028,4040:6a1d05c6f8a9e658:4f3ad098edda
G06F17,['G06F17'],4030:9a92dd1959bde7d0:b27ee6fa5f8,4040:6a1d05c6f8a9e658:4f7217d92840
C07C5,['C07C5'],4030:9a92dd1959bde7d0:e808236ab133,4040:6a1d05c6f8a9e658:4f753a8aa0d5
G02C7,['G02C7'],4030:9a92dd1959bde7d0:2949c79a8c81,4040:6a1d05c6f8a9e658:4f79d4d6cb8d
A23L1,['A23L1'],4030:9a92dd1959bde7d0:e2acc71e48ec,4040:6a1d05c6f8a9e658:4f94f18ad7d7
A61B17,['A61B17'],4030:9a92dd1959bde7d0:78a037203239,4040:6a1d05c6f8a9e658:4f98a8e45ec
H04L9,['H04L9'],4030:9a92dd1959bde7d0:e4757375605e,4040:6a1d05c6f8a9e658:4fa11b3f7334
H01L33,['H01L33'],4030:9a92dd1959bde7d0:898e3b2c6329,4040:6a1d05c6f8a9e658:4fa2898bf4d4
A61F13,['A61F13'],4030:9a92dd1959bde7d0:8e9fa4e936b1,4040:6a1d05c6f8a9e658:4fad576910f0
A61B17,['A61B17'],4030:9a92dd1959bde7d0:e82a867680ef,4040:6a1d05c6f8a9e658:4fc0b471797b
B01J23,['B01J23'],4030:9a92dd1959bde7d0:a2f2ede15f61,4040:6a1d05c6f8a9e658:4fd278ed336b
B01J8,"['B01J8', 'B01D53']",4030:9a92dd1959bde7d0:75e16c7ad5a4,4040:6a1d05c6f8a9e658:4fd583a16fff
B01J23,"['other', 'B01J23', 'other']",4030:9a92dd1959bde7d0:d72b48eb4d2b,4040:6a1d05c6f8a9e658:4fec19db0c13
E21B19,['E21B19'],4030:9a92dd1959bde7d0:8ee791fab4ca,4040:6a1d05c6f8a9e658:4fed22eafa6b
G02C7,['G02C7'],4030:9a92dd1959bde7d0:23234ad8e05f,4040:6a1d05c6f8a9e658:4ffc92f2148b
A61B17,['A61B17'],4030:9a92dd1959bde7d0:78f0b79b1064,4040:6a1d05c6f8a9e658:502693e70a8b
H04B7,['H04B7'],4030:9a92dd1959bde7d0:e5aaf4f279d2,4040:6a1d05c6f8a9e658:502f634a05aa
A61B18,['A61B18'],4030:9a92dd1959bde7d0:fc83a11393b2,4040:6a1d05c6f8a9e658:50669bd91d64
G06F17,['G06F17'],4030:9a92dd1959bde7d0:bd91763eb6df,4040:6a1d05c6f8a9e658:507095450853
F02M25,"['F02M25', 'F02D41']",4030:9a92dd1959bde7d0:42437d1a9fef,4040:6a1d05c6f8a9e658:50795dc920e3
A61B17,['A61B17'],4030:9a92dd1959bde7d0:26fe22a6556d,4040:6a1d05c6f8a9e658:50bb04ae0445
F16D65,['F16D65'],4030:9a92dd1959bde7d0:7bc19c4c044a,4040:6a1d05c6f8a9e658:50dbae80fa9
A61F13,['A61F13'],4030:9a92dd1959bde7d0:876ab2a4cd88,4040:6a1d05c6f8a9e658:50ecd7597540
G01V3,['G01V3'],4030:9a92dd1959bde7d0:a1874488aa06,4040:6a1d05c6f8a9e658:510b2899e5f8
E21B34,['E21B34'],4030:9a92dd1959bde7d0:aaa77a2d8a3a,4040:6a1d05c6f8a9e658:510b69c371a7
G06F15,['G06F15'],4030:9a92dd1959bde7d0:808fa122da9a,4040:6a1d05c6f8a9e658:510e4d6fb8bc
C07C5,['C07C5'],4030:9a92dd1959bde7d0:3b5ef6989be1,4040:6a1d05c6f8a9e658:5110f35b8ac
F01D25,['F01D25'],4030:9a92dd1959bde7d0:85a972700aa2,4040:6a1d05c6f8a9e658:5128656f19b2
G01V3,['G01V3'],4030:9a92dd1959bde7d0:828707373831,4040:6a1d05c6f8a9e658:5128b8f2c5f1
B32B27,['B32B27'],4030:9a92dd1959bde7d0:7750913a0ca7,4040:6a1d05c6f8a9e658:5141e2b880e7
C11D3,"['C11D3', 'A61K8', 'other']",4030:9a92dd1959bde7d0:65bcf03c865c,4040:6a1d05c6f8a9e658:514d446a2bf7
C07D487,"['A61K31', 'other', 'C07D487', 'other']",4030:9a92dd1959bde7d0:63f36aa78548,4040:6a1d05c6f8a9e658:516e3a1be128
G06F9,['G06F9'],4030:9a92dd1959bde7d0:70d00d786db1,4040:6a1d05c6f8a9e658:518e208950eb
A61B17,['A61B17'],4030:9a92dd1959bde7d0:9705deceeab0,4040:6a1d05c6f8a9e658:5191d1f2ab2d
G06F9,['G06F9'],4030:9a92dd1959bde7d0:1da8d19b25e5,4040:6a1d05c6f8a9e658:51d1d48cbd52
F02D41,['F02D41'],4030:9a92dd1959bde7d0:158ab16f3849,4040:6a1d05c6f8a9e658:51db5322e1a8
G06Q30,['G06Q30'],4030:9a92dd1959bde7d0:f6e9ddf113e5,4040:6a1d05c6f8a9e658:51dc4b34a784
G06F9,['G06F9'],4030:9a92dd1959bde7d0:4e65ecc35345,4040:6a1d05c6f8a9e658:5205d3d9adff
C22F1,"['C22F1', 'other']",4030:9a92dd1959bde7d0:673a4d95913d,4040:6a1d05c6f8a9e658:5216c4595d3
A61K39,['A61K39'],4030:9a92dd1959bde7d0:9f4129e820c4,4040:6a1d05c6f8a9e658:5218b794c554
A61K39,"['other', 'other', 'A61K39']",4030:9a92dd1959bde7d0:c331c034fcd0,4040:6a1d05c6f8a9e658:523f09973a04
G06F17,"['other', 'G06F17']",4030:9a92dd1959bde7d0:44a1e7259059,4040:6a1d05c6f8a9e658:5256192de275
C08G18,"['other', 'C08G18']",4030:9a92dd1959bde7d0:a9bb099a43fb,4040:6a1d05c6f8a9e658:52964b9d273b
E21B34,['E21B34'],4030:9a92dd1959bde7d0:ea0ac369a61b,4040:6a1d05c6f8a9e658:5298946ecee3
C09K8,['C09K8'],4030:9a92dd1959bde7d0:9e4198e3b903,4040:6a1d05c6f8a9e658:52f8ec5d87cb
A61B17,['A61B17'],4030:9a92dd1959bde7d0:5fecf1e22370,4040:6a1d05c6f8a9e658:52fe81626ea9
G06F3,['G06F3'],4030:9a92dd1959bde7d0:b8a29f4b9885,4040:6a1d05c6f8a9e658:531b3df52f2a
G06F7,"['G06F7', 'G06F9']",4030:9a92dd1959bde7d0:496feca10d9c,4040:6a1d05c6f8a9e658:532a205575d4
C09D11,['C09D11'],4030:9a92dd1959bde7d0:a2f8d183ebda,4040:6a1d05c6f8a9e658:535e2b4701c3
G06F3,['G06F3'],4030:9a92dd1959bde7d0:d5958f08a10d,4040:6a1d05c6f8a9e658:538d216c05dc
G02C7,['G02C7'],4030:9a92dd1959bde7d0:df9775284379,4040:6a1d05c6f8a9e658:538d5770ce61
A61B17,['A61B17'],4030:9a92dd1959bde7d0:9dd3b136e412,4040:6a1d05c6f8a9e658:53b7ba0d4f97
A61B17,['A61B17'],4030:9a92dd1959bde7d0:3e6a59db7429,4040:6a1d05c6f8a9e658:53e67fbe8c97
A61F13,['A61F13'],4030:9a92dd1959bde7d0:6880aa0b4542,4040:6a1d05c6f8a9e658:540c99440380
H04B7,['H04B7'],4030:9a92dd1959bde7d0:8feaee2d447c,4040:6a1d05c6f8a9e658:54227adccc98
G06F17,['G06F17'],4030:9a92dd1959bde7d0:2cce9ea98e83,4040:6a1d05c6f8a9e658:542c3f5d3257
C09K8,['C09K8'],4030:9a92dd1959bde7d0:46f752587f79,4040:6a1d05c6f8a9e658:5431f2eabe7b
G06F17,['G06F17'],4030:9a92dd1959bde7d0:387aeaa66d82,4040:6a1d05c6f8a9e658:5452cc0efad3
E21B43,['E21B43'],4030:9a92dd1959bde7d0:a64973dc7173,4040:6a1d05c6f8a9e658:546ab0d9b502
C08F2,['C08F2'],4030:9a92dd1959bde7d0:ed5ac069699,4040:6a1d05c6f8a9e658:546cd465aac5
F02D41,"['other', 'F02D41']",4030:9a92dd1959bde7d0:eb0c6e39d6d8,4040:6a1d05c6f8a9e658:54744fac4647
B01J23,['B01J23'],4030:9a92dd1959bde7d0:760da9b42304,4040:6a1d05c6f8a9e658:54a26597b8c6
G06F17,['G06F17'],4030:9a92dd1959bde7d0:fbc1c0da5236,4040:6a1d05c6f8a9e658:54b746f7bfd
E21B33,['E21B33'],4030:9a92dd1959bde7d0:c74e9a1ef17d,4040:6a1d05c6f8a9e658:54bb243e3583
G01N21,['G01N21'],4030:9a92dd1959bde7d0:18e9e78028e3,4040:6a1d05c6f8a9e658:5504d9a18c0f
A61F13,['A61F13'],4030:9a92dd1959bde7d0:5aff5516653d,4040:6a1d05c6f8a9e658:553916ed106c
F02C7,"['F02C7', 'other']",4030:9a92dd1959bde7d0:53c0ddbf251,4040:6a1d05c6f8a9e658:5541b64f21f4
A61F13,['A61F13'],4030:9a92dd1959bde7d0:deb3c6b80d39,4040:6a1d05c6f8a9e658:5571ef621fe7
C08G18,['C08G18'],4030:9a92dd1959bde7d0:daf484b72af1,4040:6a1d05c6f8a9e658:558098773fe1
G06F17,['G06F17'],4030:9a92dd1959bde7d0:53a9415c5bff,4040:6a1d05c6f8a9e658:5591104d6d18
E21B10,['E21B10'],4030:9a92dd1959bde7d0:e8dc52d586c7,4040:6a1d05c6f8a9e658:56177a10f03f
E21B19,['E21B19'],4030:9a92dd1959bde7d0:784c9bd3b860,4040:6a1d05c6f8a9e658:5647bee572f5
C11D3,"['other', 'C11D3']",4030:9a92dd1959bde7d0:b335232bdf31,4040:6a1d05c6f8a9e658:567b7f8dbf83
C07C5,['C07C5'],4030:9a92dd1959bde7d0:fd2f696a9a6d,4040:6a1d05c6f8a9e658:567dc21aeeca
F16K31,['F16K31'],4030:9a92dd1959bde7d0:bba65d304fa0,4040:6a1d05c6f8a9e658:56913d26a958
G06F17,['G06F17'],4030:9a92dd1959bde7d0:e9b779fa2f82,4040:6a1d05c6f8a9e658:56a310612959
E21B47,['E21B47'],4030:9a92dd1959bde7d0:9186b4275fae,4040:6a1d05c6f8a9e658:56a69d616cd7
E21B43,['E21B43'],4030:9a92dd1959bde7d0:ba0e8e4cbc5a,4040:6a1d05c6f8a9e658:56c67f068011
E21B33,['E21B33'],4030:9a92dd1959bde7d0:90e29c85e062,4040:6a1d05c6f8a9e658:56cccd63080
G01F1,['G01F1'],4030:9a92dd1959bde7d0:ca6a115a87d,4040:6a1d05c6f8a9e658:56fc4b5406ba
A23L1,['A23L1'],4030:9a92dd1959bde7d0:af218789a9ee,4040:6a1d05c6f8a9e658:57152a44ffe8
F01D25,['F01D25'],4030:9a92dd1959bde7d0:c5c0d68e500b,4040:6a1d05c6f8a9e658:572a9c27f090
H04L9,['H04L9'],4030:9a92dd1959bde7d0:ec94bb324f1d,4040:6a1d05c6f8a9e658:572d135bd853
B23C5,['B23C5'],4030:9a92dd1959bde7d0:692865997789,4040:6a1d05c6f8a9e658:573fe151ba13
A61F13,['A61F13'],4030:9a92dd1959bde7d0:a447443324a4,4040:6a1d05c6f8a9e658:574c2fcefd09
G06F21,"['G06F21', 'other']",4030:9a92dd1959bde7d0:bda479742e04,4040:6a1d05c6f8a9e658:576183245a0b
G06F15,"['G06F17', 'G06F15']",4030:9a92dd1959bde7d0:e300580382d,4040:6a1d05c6f8a9e658:576383514de2
H04L12,['H04L12'],4030:9a92dd1959bde7d0:6b354fb0b9fc,4040:6a1d05c6f8a9e658:576a90f510bd
A61F2,['A61F2'],4030:9a92dd1959bde7d0:c4d1905552dd,4040:6a1d05c6f8a9e658:577074d51288
E21B34,['E21B34'],4030:9a92dd1959bde7d0:2b8768c09747,4040:6a1d05c6f8a9e658:57750c7c587
G01F1,['G01F1'],4030:9a92dd1959bde7d0:dc2d71067141,4040:6a1d05c6f8a9e658:577ea0a9aeab
A23L2,['A23L2'],4030:9a92dd1959bde7d0:47ec89aff957,4040:6a1d05c6f8a9e658:57a713ed6277
G01V1,['G01V1'],4030:9a92dd1959bde7d0:7170c0fb1ffc,4040:6a1d05c6f8a9e658:57aa1fa78f8a
G06F17,['G06F17'],4030:9a92dd1959bde7d0:6760c85d95d7,4040:6a1d05c6f8a9e658:57c17de7b0e9
H04W4,['H04W4'],4030:9a92dd1959bde7d0:7b9ba9fb6323,4040:6a1d05c6f8a9e658:57dad00d3ab5
F01D5,['F01D5'],4030:9a92dd1959bde7d0:74c2da8b8914,4040:6a1d05c6f8a9e658:57e1a926f8f9
C10L1,['C10L1'],4030:9a92dd1959bde7d0:5d8dd8125e7,4040:6a1d05c6f8a9e658:57f212eac619
E21B47,['E21B47'],4030:9a92dd1959bde7d0:5a762d6d5f4,4040:6a1d05c6f8a9e658:57f64c5fcaca
G06F17,['G06F17'],4030:9a92dd1959bde7d0:1c3dd4834627,4040:6a1d05c6f8a9e658:5800680a92d
G06F17,['G06F17'],4030:9a92dd1959bde7d0:5dc32be356c7,4040:6a1d05c6f8a9e658:5803f29b597f
G06F17,['G06F17'],4030:9a92dd1959bde7d0:4e5c91d984ed,4040:6a1d05c6f8a9e658:5816264d5d75
H04L12,['H04L12'],4030:9a92dd1959bde7d0:6a8d2962aca9,4040:6a1d05c6f8a9e658:58238930cab7
F01D11,['F01D11'],4030:9a92dd1959bde7d0:5eb041181b2e,4040:6a1d05c6f8a9e658:5827999a3a65
E21B47,"['other', 'E21B47']",4030:9a92dd1959bde7d0:61a992d19174,4040:6a1d05c6f8a9e658:582d653675ce
G06F15,['G06F15'],4030:9a92dd1959bde7d0:d5ad301fde0e,4040:6a1d05c6f8a9e658:582ecce129
